0, 0.0215794, -0.0566426
1, 0.022111, -0.0564259
2, 0.0224067, -0.0561716
3, 0.0226354, -0.0560432
4, 0.022748, -0.0564863
5, 0.0233068, -0.0559667
6, 0.023643, -0.0562607
7, 0.023249, -0.0564227
8, 0.023188, -0.0562266
9, 0.022803, -0.0569405
10, 0.0226181, -0.0567945
11, 0.0225303, -0.0566185
12, 0.022847, -0.0566639
13, 0.022828, -0.0566934
14, 0.0225992, -0.0569622
15, 0.0227443, -0.0567396
16, 0.0225024, -0.0576352
17, 0.0227923, -0.057945
18, 0.02278, -0.0579015
19, 0.0228166, -0.0583468
20, 0.022739, -0.0579496
21, 0.0227198, -0.0578827
22, 0.0229658, -0.0580062
23, 0.0230877, -0.0580551
24, 0.0232473, -0.0583491
25, 0.0227772, -0.0579766
26, 0.0227935, -0.057787
27, 0.0230312, -0.0585864
28, 0.0229517, -0.0581346
29, 0.0233185, -0.0587662
30, 0.0234258, -0.058397
31, 0.0233815, -0.0585254
32, 0.0240116, -0.0591956
33, 0.023881, -0.0598013
34, 0.0241175, -0.0601286
35, 0.0246863, -0.0599335
36, 0.024712, -0.0609376
37, 0.0246917, -0.0609075
38, 0.0246732, -0.060919
39, 0.0246181, -0.0607938
40, 0.0247429, -0.0621695
41, 0.0250268, -0.0602515
42, 0.0252945, -0.0598511
43, 0.0253119, -0.0593279
44, 0.0249869, -0.0581262
45, 0.025133, -0.0576414
46, 0.0255145, -0.0567702
47, 0.025585, -0.0560836
48, 0.0264089, -0.0547533
49, 0.0263622, -0.0542054
50, 0.0267822, -0.0534383
51, 0.02708, -0.0528346
52, 0.0270786, -0.0525329
53, 0.0270176, -0.0523835
54, 0.027372, -0.0519341
55, 0.0273461, -0.0522444
56, 0.0271038, -0.0500382
57, 0.0271973, -0.0495954
58, 0.0270278, -0.0507897
59, 0.0261923, -0.0508062
60, 0.026123, -0.0505849
61, 0.026037, -0.0506783
62, 0.0258791, -0.0550324
63, 0.0255452, -0.0580698
64, 0.0254764, -0.0592737
65, 0.0250204, -0.0578428
66, 0.0245089, -0.0591725
67, 0.0240679, -0.0588161
68, 0.0239513, -0.058577
69, 0.0235508, -0.0592752
70, 0.0236916, -0.0583864
71, 0.0238442, -0.0646659
72, 0.0239594, -0.0641792
73, 0.0239126, -0.0642317
74, 0.0243233, -0.0650233
75, 0.0246263, -0.0637003
76, 0.0253892, -0.0654485
77, 0.0256955, -0.0651043
78, 0.0267892, -0.0661741
79, 0.027894, -0.0667963
80, 0.0298711, -0.0686451
81, 0.0318224, -0.0665433
82, 0.0329433, -0.0674918
83, 0.0352707, -0.0708622
84, 0.0372324, -0.0729156
85, 0.0418205, -0.0770624
86, 0.046339, -0.0814741
87, 0.0486061, -0.0837303
88, 0.0519144, -0.0860838
89, 0.0594042, -0.0897006
90, 0.0656825, -0.0937274
91, 0.0674845, -0.0966905
92, 0.0714863, -0.101371
93, 0.0738012, -0.103829
94, 0.0798926, -0.108666
95, 0.084585, -0.114208
96, 0.0885008, -0.117693
97, 0.103904, -0.141114
98, 0.10754, -0.144499
99, 0.114415, -0.158703
100, 0.121927, -0.176542
101, 0.125929, -0.184343
102, 0.135436, -0.199904
103, 0.14228, -0.216406
104, 0.146257, -0.23122
105, 0.14897, -0.237903
106, 0.150881, -0.250989
107, 0.150493, -0.269086
108, 0.149671, -0.291753
109, 0.149507, -0.289741
110, 0.151013, -0.304856
111, 0.152947, -0.31768
112, 0.154089, -0.324716
113, 0.153145, -0.322059
114, 0.15013, -0.302135
115, 0.142423, -0.254935
116, 0.136757, -0.214166
117, 0.120851, -0.109419
118, 0.11178, -0.0386207
119, 0.0949955, 0.108835
120, 0.0771048, 0.252488
121, 0.0671263, 0.34334
122, 0.0494886, 0.469477
123, 0.0411787, 0.528886
124, 0.0244786, 0.601016
125, 0.0175156, 0.634149
126, -0.00560795, 0.677738
127, -0.0162211, 0.6906
128, -0.0206319, 0.684047
129, -0.0240716, 0.66735
130, -0.0299525, 0.626263
131, -0.0354784, 0.549925
132, -0.0334709, 0.526747
133, -0.0317757, 0.43874
134, -0.0411159, 0.397968
135, -0.0512552, 0.32063
136, -0.0499809, 0.284551
137, -0.068266, 0.227393
138, -0.0767358, 0.199871
139, -0.0949799, 0.163713
140, -0.103143, 0.145523
141, -0.12869, 0.131326
142, -0.156518, 0.119623
143, -0.17758, 0.118011
144, -0.247366, 0.144865
145, -0.304732, 0.195132
146, -0.347373, 0.28499
147, -0.397159, 0.363113
148, -0.403547, 0.404438
149, -0.298966, 0.48713
150, -0.183048, 0.523324
151, 0.0877111, 0.603256
152, 0.355886, 0.730547
153, 0.496577, 0.784758
154, 0.773218, 0.872008
155, 0.889724, 0.904294
156, 1.09477, 0.947922
157, 1.19111, 0.948146
158, 1.32906, 0.925296
159, 1.38468, 0.908422
160, 1.36028, 0.830978
161, 1.25593, 0.729429
162, 1.19169, 0.661154
163, 1.07664, 0.526475
164, 1.03478, 0.464621
165, 0.951099, 0.341564
166, 0.895042, 0.223755
167, 0.866248, 0.1528
168, 0.851275, 0.0975577
169, 0.803759, 0.0556066
170, 0.814561, 0.0337057
171, 0.87034, 0.0256235
172, 0.998107, 0.00726783
173, 1.09571, 0.000345465
174, 1.30302, -0.00738609
175, 1.48389, -0.00476166
176, 1.55194, -0.00157486
177, 1.58595, 0.00296811
178, 1.54617, 0.0118493
179, 1.31405, 0.0137313
180, 0.963869, 0.0157615
181, 0.650948, 0.0184268
182, 0.605802, 0.0203519
183, 0.41368, 0.0239678
184, 0.373871, 0.0274072
185, 0.356819, 0.0294294
186, 0.368017, 0.0371371
187, 0.362316, 0.06015
188, 0.372458, 0.0507593
189, 0.354869, 0.0606703
190, 0.350281, 0.0685523
191, 0.337211, 0.0704019
192, 0.304856, 0.0715371
193, -0.0450206, 0.0724839
194, 0.298595, 0.0818173
195, 0.339437, 0.0836147
196, 0.303311, 0.0826977
197, 0.32219, 0.0833816
198, 0.326646, 0.0833845
199, 0.347296, 0.0885977
200, 0.296616, 0.0947291
201, 0.247017, 0.0971542
202, 0.152891, 0.0964262
203, 0.0545677, 0.113412
204, 0.00375302, 0.115333
205, -0.0856924, 0.115208
206, -0.147996, 0.115069
207, -0.171221, 0.115118
208, -0.203003, 0.113866
209, -0.211575, 0.112903
210, -0.198131, 0.113289
211, -0.167776, 0.112054
212, 0.182272, 0.110901
213, 0.198043, 0.110251
214, 0.126264, 0.109087
215, 0.0587772, 0.106378
216, 0.0554031, 0.0995803
217, 0.0250942, 0.095633
218, 2.50344, 0.0872294
219, 2.82742, 0.0811691
220, 0.811427, 0.0666851
221, 1.0381, 0.0627897
222, 1.66765, 0.0433079
223, 1.56642, 0.0122628
224, 1.52468, 0.003698
225, 1.47659, -0.012621
226, 1.45491, -0.0175127
227, 1.47426, -0.0235631
228, 1.49523, -0.0353068
229, 1.77641, -0.0430647
230, 1.65293, -0.05778
231, 1.58639, -0.0760021
232, 1.54828, -0.0887368
233, 1.41529, -0.114173
234, 1.3879, -0.146211
